=== ADS8688 History Data (Sample Count: 161280) ===
Index,CH0(V),CH1(V),CH2(V),CH3(V),CH4(V),CH5(V),CH6(V),CH7(V)
30,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
31,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
32,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
33,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
34,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
35,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
36,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
37,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
38,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
39,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
40,0.8009,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
41,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
42,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
43,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
44,0.8009,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
45,1.4409,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
46,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
47,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
48,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
49,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
50,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
51,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
52,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
53,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
54,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
55,1.4409,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
56,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
57,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
58,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
59,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
60,0.8009,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
61,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
62,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
63,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
64,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
65,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
66,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
67,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
68,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
69,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
70,0.8009,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
71,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
72,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
73,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
74,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
75,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
76,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
77,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
78,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
79,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
80,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
81,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
82,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
83,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
84,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
85,0.8009,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
86,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
87,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
88,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
89,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
90,1.4409,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
91,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
92,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
93,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
94,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
95,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
96,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
97,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
98,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
99,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
100,1.4409,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
101,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
102,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
103,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
104,0.8009,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
105,1.4409,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
106,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
107,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
108,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
109,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
110,0.8009,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
111,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
112,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
113,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
114,0.8009,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
115,1.4409,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
116,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
117,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
118,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
119,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
120,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
121,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
122,0.1559,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
123,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
124,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
125,0.8009,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
126,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
127,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
128,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
129,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
130,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
131,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
132,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
133,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
134,0.8009,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
135,1.4409,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
136,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
137,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
138,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
139,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
140,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
141,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
142,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
143,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
144,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
145,1.4409,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
146,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
147,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
148,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
149,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
150,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
151,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
152,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
153,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
154,0.8009,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
155,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
156,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
157,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
158,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
159,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
160,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
161,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
162,0.1534,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
163,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
164,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
165,0.8009,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
166,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
167,0.1472,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
168,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
169,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
170,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
171,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
172,0.1534,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
173,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
174,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
175,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
176,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
177,0.1438,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
178,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
179,0.8009,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
180,1.4409,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
181,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
182,0.1547,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
183,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
184,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
185,1.4409,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
186,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
187,0.1488,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
188,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
189,0.8009,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
190,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
191,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
192,0.1547,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
193,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
194,0.8009,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
195,1.4409,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
196,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
197,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
198,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
199,0.8009,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
200,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
201,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
202,0.1472,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
203,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
204,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
205,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
206,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
207,0.1447,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
208,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
209,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
210,0.8009,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
211,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
212,0.1372,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
213,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
214,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
215,1.4409,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
216,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
217,0.1434,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
218,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
219,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
220,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
221,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
222,0.1409,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
223,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
224,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
225,0.8009,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
226,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
227,0.1472,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
228,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
229,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
230,0.8009,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
231,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
232,0.1388,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
233,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
234,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
235,0.8009,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
236,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
237,0.1547,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
238,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
239,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
240,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
241,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
242,0.1334,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
243,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
244,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
245,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
246,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
247,0.1347,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
248,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
249,0.8009,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
250,1.4409,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
251,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
252,0.1334,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
253,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
254,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
255,1.4409,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
256,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
257,0.1209,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
258,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
259,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
260,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
261,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
262,0.1209,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
263,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
264,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
265,1.4409,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
266,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
267,0.1209,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
268,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
269,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
270,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
271,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
272,0.1288,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
273,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
274,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
275,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
276,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
277,0.1209,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
278,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
279,1.1209,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
280,1.4409,0.1609,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
281,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
282,0.1209,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
283,0.1609,-4.9591,-8.7991,-9.7591,-9.7591,-9.7591,-9.7591,-9.7591
